workout_date,workout_title,exercise_title,exercise_template_id,set_index,set_type,weight_kg,reps
2026-05-06,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,2,normal,36.29,9
2026-05-06,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,3,normal,36.29,9
2026-05-06,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,0,warmup,27.22,6
2026-05-06,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,1,normal,36.29,12
2026-05-06,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,2,normal,36.29,12
2026-05-06,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,3,normal,36.29,12
2026-05-06,Morning workout ☀️,Chin Up (Weighted),023943F1,0,normal,2.27,5
2026-05-06,Morning workout ☀️,Chin Up (Weighted),023943F1,1,normal,2.27,5
2026-05-06,Morning workout ☀️,Chin Up (Weighted),023943F1,2,normal,2.27,5
2026-05-06,Morning workout ☀️,Triceps Pushdown,93A552C6,0,normal,27.22,12
2026-05-06,Morning workout ☀️,Triceps Pushdown,93A552C6,1,normal,27.22,11
2026-05-06,Morning workout ☀️,Triceps Pushdown,93A552C6,2,normal,27.22,12
2026-05-06,Morning workout ☀️,Bicep Curl (Dumbbell),37FCC2BB,0,normal,18.14,12
2026-05-06,Morning workout ☀️,Bicep Curl (Dumbbell),37FCC2BB,1,normal,18.14,12
2026-05-06,Morning workout ☀️,Bicep Curl (Dumbbell),37FCC2BB,2,normal,18.14,11
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,0,warmup,34.02,5
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,1,normal,34.02,8
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,2,normal,34.02,8
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,3,normal,34.02,8
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Goblet Squat,3D0C7C75,0,normal,11.34,8
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Goblet Squat,3D0C7C75,1,normal,11.34,8
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,0,normal,40.82,15
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,1,normal,40.82,15
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,2,normal,40.82,15
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,0,normal,40.82,15
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,1,normal,40.82,15
2026-05-03,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,2,normal,40.82,15
2026-05-02,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,0,warmup,27.22,6
2026-05-02,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,1,normal,36.29,9
2026-05-02,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,2,normal,36.29,8
2026-05-02,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,3,normal,36.29,9
2026-05-02,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,0,warmup,27.22,6
2026-05-02,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,1,normal,36.29,10
2026-05-02,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,2,normal,36.29,10
2026-05-02,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,3,normal,36.29,10
2026-05-02,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,0,warmup,27.22,6
2026-05-02,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,1,normal,40.82,9
2026-05-02,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,2,normal,40.82,10
2026-05-02,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,3,normal,40.82,10
2026-05-02,Morning workout ☀️,Triceps Pushdown,93A552C6,0,normal,18.14,15
2026-05-02,Morning workout ☀️,Triceps Pushdown,93A552C6,1,normal,18.14,15
2026-05-02,Morning workout ☀️,Triceps Pushdown,93A552C6,2,normal,18.14,15
2026-05-02,Morning workout ☀️,Bicep Curl (Dumbbell),37FCC2BB,0,normal,13.61,15
2026-05-02,Morning workout ☀️,Bicep Curl (Dumbbell),37FCC2BB,1,normal,13.61,15
2026-05-02,Morning workout ☀️,Bicep Curl (Dumbbell),37FCC2BB,2,normal,13.61,15
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,0,warmup,20.41,5
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,1,warmup,36.29,5
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,2,normal,36.29,10
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,3,normal,36.29,10
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,4,normal,36.29,10
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Goblet Squat,3D0C7C75,0,normal,6.8,8
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Goblet Squat,3D0C7C75,1,normal,6.8,8
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Goblet Squat,3D0C7C75,2,normal,6.8,8
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,0,normal,38.56,15
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,1,normal,38.56,15
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,2,normal,38.56,15
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,0,normal,38.56,15
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,1,normal,38.56,15
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,2,normal,38.56,15
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Standing Calf Raise (Dumbbell),6DA40660,0,normal,9.07,12
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Standing Calf Raise (Dumbbell),6DA40660,1,normal,9.07,12
2026-04-30,Lower B - Hinge Focus - Adaptation Phase,Standing Calf Raise (Dumbbell),6DA40660,2,normal,9.07,15
2026-04-28,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,0,warmup,22.68,6
2026-04-28,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,1,normal,31.75,10
2026-04-28,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,2,normal,31.75,10
2026-04-28,Morning workout ☀️,Chest Supported Incline Row (Dumbbell),914F3A96,3,normal,31.75,11
2026-04-28,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,0,warmup,22.68,6
2026-04-28,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,1,normal,31.75,11
2026-04-28,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,2,normal,31.75,11
2026-04-28,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,3,normal,31.75,12
2026-04-28,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,0,normal,36.29,10
2026-04-28,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,1,normal,36.29,10
2026-04-28,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,2,normal,36.29,10
2026-04-28,Morning workout ☀️,Triceps Pushdown,93A552C6,0,normal,15.88,15
2026-04-28,Morning workout ☀️,Triceps Pushdown,93A552C6,1,normal,15.88,15
2026-04-28,Morning workout ☀️,Triceps Pushdown,93A552C6,2,normal,15.88,15
2026-04-28,Morning workout ☀️,Bicep Curl (Cable),ADA8623C,0,normal,13.61,10
2026-04-28,Morning workout ☀️,Bicep Curl (Cable),ADA8623C,1,normal,11.34,12
2026-04-28,Morning workout ☀️,Bicep Curl (Cable),ADA8623C,2,normal,11.34,12
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,0,warmup,20.41,5
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,1,warmup,29.48,5
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,2,normal,43.09,8
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,3,normal,43.09,8
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,4,normal,43.09,8
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Goblet Squat,3D0C7C75,0,normal,4.54,8
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Goblet Squat,3D0C7C75,1,normal,4.54,8
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Goblet Squat,3D0C7C75,2,normal,4.54,8
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,0,normal,36.29,14
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,1,normal,36.29,14
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,2,normal,36.29,14
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,0,warmup,31.75,5
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,1,normal,36.29,14
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,2,normal,36.29,14
2026-04-25,Lower B - Hinge Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,3,normal,36.29,14
2026-04-25,Late night workout 🌙,Chest Supported Incline Row (Dumbbell),914F3A96,0,warmup,22.68,6
2026-04-25,Late night workout 🌙,Chest Supported Incline Row (Dumbbell),914F3A96,1,normal,31.75,9
2026-04-25,Late night workout 🌙,Chest Supported Incline Row (Dumbbell),914F3A96,2,normal,31.75,9
2026-04-25,Late night workout 🌙,Chest Supported Incline Row (Dumbbell),914F3A96,3,normal,31.75,9
2026-04-25,Late night workout 🌙,Incline Bench Press (Dumbbell),07B38369,0,warmup,22.68,6
2026-04-25,Late night workout 🌙,Incline Bench Press (Dumbbell),07B38369,1,normal,31.75,10
2026-04-25,Late night workout 🌙,Incline Bench Press (Dumbbell),07B38369,2,normal,31.75,10
2026-04-25,Late night workout 🌙,Incline Bench Press (Dumbbell),07B38369,3,normal,31.75,10
2026-04-25,Late night workout 🌙,Lat Pulldown (Cable),6A6C31A5,0,normal,31.75,10
2026-04-25,Late night workout 🌙,Lat Pulldown (Cable),6A6C31A5,1,normal,31.75,10
2026-04-25,Late night workout 🌙,Lat Pulldown (Cable),6A6C31A5,2,normal,31.75,10
2026-04-25,Late night workout 🌙,Bicep Curl (Dumbbell),37FCC2BB,0,normal,13.61,10
2026-04-25,Late night workout 🌙,Bicep Curl (Dumbbell),37FCC2BB,1,normal,13.61,10
2026-04-25,Late night workout 🌙,Bicep Curl (Dumbbell),37FCC2BB,2,normal,13.61,10
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Goblet Squat,3D0C7C75,0,normal,0,11
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Goblet Squat,3D0C7C75,1,normal,0,11
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Goblet Squat,3D0C7C75,2,normal,0,11
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,0,warmup,31.75,9
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,1,normal,40.82,12
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,2,normal,40.82,12
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,3,normal,40.82,12
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,0,warmup,18.14,8
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,1,warmup,29.48,8
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,2,normal,40.82,12
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,3,normal,40.82,12
2026-04-23,Lower A - Squat Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,4,normal,40.82,12
2026-04-21,Upper A - Press Focus - Adaptation Phase,Bench Press (Dumbbell),3601968B,0,warmup,18.14,12
2026-04-21,Upper A - Press Focus - Adaptation Phase,Bench Press (Dumbbell),3601968B,1,normal,31.75,13
2026-04-21,Upper A - Press Focus - Adaptation Phase,Bench Press (Dumbbell),3601968B,2,normal,31.75,13
2026-04-21,Upper A - Press Focus - Adaptation Phase,Bench Press (Dumbbell),3601968B,3,normal,31.75,13
2026-04-21,Upper A - Press Focus - Adaptation Phase,Single Arm Lateral Raise (Cable),DE68C825,0,warmup,1.13,5
2026-04-21,Upper A - Press Focus - Adaptation Phase,Single Arm Lateral Raise (Cable),DE68C825,1,normal,3.4,8
2026-04-21,Upper A - Press Focus - Adaptation Phase,Single Arm Lateral Raise (Cable),DE68C825,2,normal,3.4,8
2026-04-21,Upper A - Press Focus - Adaptation Phase,Single Arm Lateral Raise (Cable),DE68C825,3,normal,3.4,8
2026-04-21,Upper A - Press Focus - Adaptation Phase,Single Arm Cable Row,D0C4A899,0,normal,11.34,10
2026-04-21,Upper A - Press Focus - Adaptation Phase,Single Arm Cable Row,D0C4A899,1,normal,11.34,10
2026-04-21,Upper A - Press Focus - Adaptation Phase,Single Arm Cable Row,D0C4A899,2,normal,11.34,10
2026-04-21,Upper A - Press Focus - Adaptation Phase,Triceps Pushdown,93A552C6,0,normal,15.88,15
2026-04-21,Upper A - Press Focus - Adaptation Phase,Triceps Pushdown,93A552C6,1,normal,15.88,12
2026-04-21,Upper A - Press Focus - Adaptation Phase,Triceps Pushdown,93A552C6,2,normal,15.88,12
2026-04-21,Upper A - Press Focus - Adaptation Phase,Lat Pulldown (Cable),6A6C31A5,0,normal,31.75,12
2026-04-17,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,0,normal,24,10
2026-04-17,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,1,normal,32,8
2026-04-17,Morning workout ☀️,Incline Bench Press (Dumbbell),07B38369,2,failure,32,9
2026-04-17,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,0,normal,22.68,6
2026-04-17,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,1,normal,31.75,8
2026-04-17,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,2,normal,36.29,9
2026-04-17,Morning workout ☀️,Lat Pulldown (Cable),6A6C31A5,3,normal,36.29,9
2026-04-17,Morning workout ☀️,Seated Cable Row - V Grip (Cable),0393F233,0,normal,36.29,8
2026-04-17,Morning workout ☀️,Seated Cable Row - V Grip (Cable),0393F233,1,normal,31.75,8
2026-04-17,Morning workout ☀️,Triceps Pushdown,93A552C6,0,normal,18.14,10
2026-04-17,Morning workout ☀️,Triceps Pushdown,93A552C6,1,normal,18.14,10
2026-04-17,Morning workout ☀️,Triceps Pushdown,93A552C6,2,normal,18.14,8
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Goblet Squat,3D0C7C75,0,normal,0,10
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Goblet Squat,3D0C7C75,1,normal,0,10
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Goblet Squat,3D0C7C75,2,normal,0,10
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,0,warmup,22.68,5
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,1,normal,36.29,12
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,2,normal,36.29,12
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,3,normal,36.29,12
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,0,warmup,22.68,5
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,1,normal,38.56,15
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,2,normal,38.56,15
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Leg Extension (Machine),75A4F6C4,3,normal,38.56,15
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,0,warmup,22.68,5
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,1,normal,38.56,15
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,2,normal,38.56,15
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Seated Leg Curl (Machine),11A123F3,3,normal,38.56,15
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Hip Thrust (Machine),68CE0B9B,0,normal,15.88,15
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Hip Thrust (Machine),68CE0B9B,1,normal,15.88,15
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Hip Thrust (Machine),68CE0B9B,2,normal,15.88,15
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Standing Calf Raise (Dumbbell),6DA40660,0,normal,11.34,17
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Standing Calf Raise (Dumbbell),6DA40660,1,normal,11.34,18
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Standing Calf Raise (Dumbbell),6DA40660,2,normal,11.34,18
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Sumo Squat (Dumbbell),05293BCA,0,normal,0,9
2026-04-15,Lower A - Squat Focus - Adaptation Phase,Sumo Squat (Dumbbell),05293BCA,1,normal,0,9
2026-04-14,Upper A - Press Focus - Adaptation Phase,Incline Bench Press (Barbell),50DFDFAB,0,warmup,20.41,7
2026-04-14,Upper A - Press Focus - Adaptation Phase,Incline Bench Press (Barbell),50DFDFAB,1,warmup,29.48,5
2026-04-14,Upper A - Press Focus - Adaptation Phase,Incline Bench Press (Barbell),50DFDFAB,2,normal,38.56,10
2026-04-14,Upper A - Press Focus - Adaptation Phase,Incline Bench Press (Barbell),50DFDFAB,3,normal,38.56,10
2026-04-14,Upper A - Press Focus - Adaptation Phase,Incline Bench Press (Barbell),50DFDFAB,4,normal,38.56,10
2026-04-14,Upper A - Press Focus - Adaptation Phase,Shoulder Press (Dumbbell),878CD1D0,0,normal,22.68,10
2026-04-14,Upper A - Press Focus - Adaptation Phase,Shoulder Press (Dumbbell),878CD1D0,1,normal,22.68,10
2026-04-14,Upper A - Press Focus - Adaptation Phase,Shoulder Press (Dumbbell),878CD1D0,2,normal,22.68,10
2026-04-14,Upper A - Press Focus - Adaptation Phase,Bench Press (Dumbbell),3601968B,0,normal,31.75,12
2026-04-14,Upper A - Press Focus - Adaptation Phase,Bench Press (Dumbbell),3601968B,1,normal,31.75,12
2026-04-14,Upper A - Press Focus - Adaptation Phase,Bench Press (Dumbbell),3601968B,2,normal,31.75,12
2026-04-14,Upper A - Press Focus - Adaptation Phase,Single Arm Lateral Raise (Cable),DE68C825,0,normal,2.27,14
2026-04-14,Upper A - Press Focus - Adaptation Phase,Single Arm Lateral Raise (Cable),DE68C825,1,normal,2.27,14
2026-04-14,Upper A - Press Focus - Adaptation Phase,Single Arm Lateral Raise (Cable),DE68C825,2,normal,2.27,14
2026-04-14,Upper A - Press Focus - Adaptation Phase,Single Arm Cable Row,D0C4A899,0,normal,9.07,10
2026-04-14,Upper A - Press Focus - Adaptation Phase,Single Arm Cable Row,D0C4A899,1,normal,9.07,10
2026-04-14,Upper A - Press Focus - Adaptation Phase,Single Arm Cable Row,D0C4A899,2,normal,9.07,10
2026-04-14,Upper A - Press Focus - Adaptation Phase,Triceps Pushdown,93A552C6,0,normal,15.88,15
2026-04-14,Upper A - Press Focus - Adaptation Phase,Triceps Pushdown,93A552C6,1,normal,15.88,15
2026-04-14,Upper A - Press Focus - Adaptation Phase,Triceps Pushdown,93A552C6,2,normal,15.88,15
2026-04-14,Upper A - Press Focus - Adaptation Phase,Lat Pulldown (Cable),6A6C31A5,0,normal,36.29,11
2026-04-14,Upper A - Press Focus - Adaptation Phase,Lat Pulldown (Cable),6A6C31A5,1,normal,36.29,11
2026-04-14,Upper A - Press Focus - Adaptation Phase,Lat Pulldown (Cable),6A6C31A5,2,normal,36.29,11
2026-04-11,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,0,warmup,27.22,5
2026-04-11,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,1,normal,40.82,8
2026-04-11,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,2,normal,40.82,9
2026-04-11,Lower B - Hinge Focus - Adaptation Phase,Romanian Deadlift (Barbell),2B4B7310,3,normal,40.82,9
2026-04-11,Lower B - Hinge Focus - Adaptation Phase,Bulgarian Split Squat,B5D3A742,0,normal,0,9
2026-04-11,Lower B - Hinge Focus - Adaptation Phase,Bulgarian Split Squat,B5D3A742,1,normal,0,9
